run1,0,0,0.000287972
run1,1,0,33.0213
run1,2,0,67.388
run1,3,0,17.7715
run1,4,0,-28.1102
run1,5,0,-58.4017
run1,6,0,-53.2988
run1,7,0,55.6366
run1,8,0,58.9254
run1,9,0,39.9236
run1,10,0,-21.1914
run1,11,0,-67.4481
run1,12,0,-64.429
run1,13,0,-33.9656
run1,14,0,23.9462
run1,15,0,53.8439
run1,16,0,51.1342
run1,17,0,27.3527
run1,18,0,-15.8717
run1,19,0,-54.8929
run1,20,0,-43.0124
run1,21,0,-22.7615
run1,22,0,15.0678
run1,23,0,28.0468
run1,24,0,31.2263
run1,25,0,7.33073
run1,26,0,-17.2922
run1,27,0,-17.7447
run1,28,0,-11.5543
run1,29,0,-8.31714
run1,30,0,-1.57731
run1,31,0,19.716
run1,32,0,22.6177
run1,33,0,16.7153
run1,34,0,15.2174
run1,35,0,1.99271
run1,36,0,-17.8895
run1,37,0,-21.5986
run1,38,0,-23.8832
run1,39,0,-22.1903
run1,40,0,-18.5988
run1,41,0,-11.003
run1,42,0,-4.66337
run1,43,0,5.27913
run1,44,0,10.0709
run1,45,0,13.2339
run1,46,0,13.5238
run1,47,0,11.4983
run1,48,0,7.17411
run1,49,0,1.52198
run1,50,0,-2.10357
run1,51,0,-6.40775
run1,52,0,-9.81044
run1,53,0,-12.2933
run1,54,0,-14.592
run1,55,0,-16.1745
run1,56,0,-14.6017
run1,57,0,-11.5707
run1,58,0,-7.44268
run1,59,0,-1.42404
run1,60,0,3.70839
run1,61,0,9.65483
run1,62,0,13.2386
run1,63,0,14.5241
run1,64,0,15.3089
run1,65,0,14.0148
run1,66,0,13.4703
run1,67,0,12.5258
run1,68,0,11.0769
run1,69,0,9.487
run1,70,0,8.35998
run1,71,0,7.15567
run1,72,0,5.6094
run1,73,0,4.25211
run1,74,0,4.54073
run1,75,0,6.92296
run1,76,0,6.52867
run1,77,0,5.51084
run1,78,0,6.59131
run1,79,0,10.7331
run1,80,0,16.6212
run1,81,0,18.2765
run1,82,0,20.9348
run1,83,0,25.8603
run1,84,0,21.247
run1,85,0,16.024
run1,86,0,10.5279
run1,87,0,9.50331
run1,88,0,9.66513
run1,89,0,9.98075
run1,90,0,8.4302
run1,91,0,4.96397
run1,92,0,0.190063
run1,93,0,-4.64671
run1,94,0,-15.602
run1,95,0,-16.1183
run1,96,0,-21.9119
run1,97,0,-21.8406
run1,98,0,-22.0507
run1,99,0,-22.2128
run1,100,0,-21.784
run1,101,0,-21.1465
run1,102,0,-20.6789
run1,103,0,-20.5875
run1,104,0,-21.8469
run1,105,0,-23.062
run1,106,0,-22.8196
run1,107,0,-20.5854
run1,108,0,-15.9615
run1,109,0,-18.0553
run1,110,0,-22.7965
run1,111,0,-31.4419
run1,112,0,-40.6415
run1,113,0,-46.5005
run1,114,0,-49.8182
run1,115,0,-51.2355
run1,116,0,-50.9764
run1,117,0,-48.8387
run1,118,0,-36.9932
run1,119,0,-34.7664
run1,120,0,-31.9437
run1,121,0,-9.88344
run1,122,0,-8.67455
run1,123,0,-8.64801
run1,124,0,-10.3629
run1,125,0,-25.7111
run1,126,0,-24.0806
run1,127,0,-21.7351
run1,128,0,-16.2258
run2,0,0,0.000230377
run2,1,0,21.1344
run2,2,0,43.125
run2,3,0,11.3829
run2,4,0,-17.974
run2,5,0,-37.3642
run2,6,0,-34.1442
run2,7,0,35.6051
run2,8,0,37.2705
run2,9,0,25.4812
run2,10,0,-13.2002
run2,11,0,-42.9783
run2,12,0,-41.1
run2,13,0,-21.5422
run2,14,0,16.499
run2,15,0,36.1535
run2,16,0,33.4629
run2,17,0,17.5809
run2,18,0,-12.3327
run2,19,0,-35.4443
run2,20,0,-25.4976
run2,21,0,-15.4536
run2,22,0,10.0741
run2,23,0,17.7096
run2,24,0,19.4466
run2,25,0,4.77677
run2,26,0,-10.262
run2,27,0,-10.4608
run2,28,0,-7.61281
run2,29,0,-6.21441
run2,30,0,-2.42227
run2,31,0,6.30216
run2,32,0,9.44248
run2,33,0,18.2927
run2,34,0,17.1962
run2,35,0,-7.9127
run2,36,0,-11.9827
run2,37,0,-16.9799
run2,38,0,-17.5433
run2,39,0,-14.0412
run2,40,0,-9.86638
run2,41,0,-5.79116
run2,42,0,-2.32743
run2,43,0,0.517038
run2,44,0,2.24124
