"Points:0","Points:1","Points:2","U:0","U:1","U:2","cp","p"
-0.48926,0.026253,-0.48288,0,0,0,-34.099,-1013.3
1.0124,0.018449,-0.48438,0,0,0,-33.67,272.15
1.0124,0.018448,-0.46875,0,0,0,-33.675,258.5
1.0245,0.015369,-0.46875,0,0,0,-33.758,7.3653
1.0245,0.015371,-0.48438,0,0,0,-33.755,18.976
1.0002,0.020966,-0.5,0,0,0,-33.645,347.95
1.0002,0.020967,-0.48438,0,0,0,-33.652,327.95
1.0124,0.018448,-0.5,0,0,0,-33.665,287.96
1.0245,0.01537,-0.5,0,0,0,-33.75,33.611
1.0002,0.020967,-0.46875,0,0,0,-33.657,310.76
1.125,0.0087763,-0.48438,0,0,0,-33.951,-569.53
1.125,0.0087752,-0.5,0,0,0,-33.95,-566.32
1.1125,0.0088151,-0.46875,0,0,0,-33.936,-525.63
1.1,0.009093,-0.46875,0,0,0,-33.919,-475.35
1.205,0.033413,-0.49999,0,0,0,-33.684,229.91
1.205,0.033412,-0.48437,0,0,0,-33.681,238.62
1.205,0.033405,-0.45313,0,0,0,-33.679,247.08
1.205,0.033402,-0.4375,0,0,0,-33.676,255.42
-1.9472,0.14135,-0.45426,0,0,0,-33.75,32.182
-1.955,0.14335,-0.45662,0,0,0,-33.752,25.883
-1.9559,0.15114,-0.45427,0,0,0,-33.753,22.593
-1.6752,0.1125,-0.49125,0,0,0,-33.545,646.93
-1.6881,0.1125,-0.48376,0,0,0,-33.559,605.54
-1.6881,0.10001,-0.48375,0,0,0,-33.554,620.99
-1.6752,0.10001,-0.49124,0,0,0,-33.542,655.79
-1.7,0.1125,-0.47553,0,0,0,-33.574,561.14
-1.7,0.10001,-0.47552,0,0,0,-33.567,580.83
-1.6752,0.2125,-0.49125,0,0,0,-33.607,460.88
-1.6881,0.2125,-0.48376,0,0,0,-33.612,446.8
-1.6881,0.2,-0.48376,0,0,0,-33.601,478.84
-1.6752,0.2,-0.49125,0,0,0,-33.594,500.94
-1.7,0.2125,-0.47553,0,0,0,-33.622,417.99
-1.7,0.2,-0.47553,0,0,0,-33.614,440.17
-1.7,0.225,-0.47553,0,0,0,-33.63,391.51
-1.6881,0.225,-0.48376,0,0,0,-33.624,409.9
-1.9501,0.30113,-0.43924,0,0,0,-33.751,30.603
-1.9559,0.30115,-0.45427,0,0,0,-33.752,28.059
-1.9558,0.31041,-0.45428,0,0,0,-33.752,26.414
-1.9501,0.31036,-0.43924,0,0,0,-33.75,33.45
-1.6742,0.31236,-0.48416,0,0,0,-33.85,-268.07
-1.673,0.32303,-0.47958,0,0,0,-33.914,-459.09
-1.6765,0.32606,-0.47276,0,0,0,-33.925,-493.21
-1.687,0.32419,-0.46825,0,0,0,-33.896,-404.36
-1.6888,0.31457,-0.47324,0,0,0,-33.857,-288.78
-1.6851,0.31094,-0.47956,0,0,0,-33.839,-233.63
-1.687,0.2998,-0.48125,0,0,0,-33.775,-42.097
-1.6741,0.29983,-0.4886,0,0,0,-33.784,-68.246
-1.699,0.31233,-0.46844,0,0,0,-33.825,-193.08
-1.699,0.29981,-0.47287,0,0,0,-33.765,-11.356
-1.6979,0.32299,-0.46387,0,0,0,-33.885,-373.62
-0.47618,0.3239,-0.46824,0,0,0,-33.867,-319.51
-0.48581,0.3265,-0.47435,0,0,0,-33.916,-465.19
-0.48926,0.32373,-0.48289,0,0,0,-33.924,-488.67
-0.48666,0.31511,-0.48622,0,0,0,-33.834,-217.87
-0.47796,0.31146,-0.48131,0,0,0,-33.801,-120.4
-0.47418,0.31465,-0.473,0,0,0,-33.799,-113.72
-0.49105,0.31141,-0.49603,0,0,0,-33.809,-143.24
-0.48928,0.30002,-0.49819,0,0,0,-33.731,90.351
-0.47614,0.30009,-0.48353,0,0,0,-33.717,131.35
-0.49807,0.327,-0.48709,0,0,0,-33.986,-676.52
-0.50214,0.32355,-0.49761,0,0,0,-33.956,-584.36
-0.49968,0.31499,-0.5008,0,0,0,-33.848,-262.49
-1.5746,0.013948,-0.35938,0,0,0,-33.806,-134.19
-1.5746,0.013932,-0.375,0,0,0,-33.802,-123.12
-1.588,0.015524,-0.375,0,0,0,-33.781,-58.949
-1.588,0.015546,-0.35937,0,0,0,-33.784,-69.697
-1.6002,0.018187,-0.37499,0,0,0,-33.761,-0.2411
-1.6002,0.018225,-0.35937,0,0,0,-33.764,-10.001
-0.38633,0.0097524,-0.3454,0,0,0,-34.157,-1187.6
-0.40093,0.0031667,-0.34275,0,0,0,-34.099,-1015.3
-0.38978,0.0050729,-0.34112,0,0,0,-34.177,-1249
-0.37884,0.027918,-0.36789,0,0,0,-33.838,-230.75
-0.38898,0.026322,-0.37416,0,0,0,-33.853,-276.69
-0.37838,0.017556,-0.35522,0,0,0,-33.992,-693.34
-0.37555,0.02464,-0.35838,0,0,0,-33.913,-456.95
1.0245,0.015369,-0.34375,0,0,0,-33.776,-45.978
1.0245,0.015367,-0.35937,0,0,0,-33.775,-43.218
1.0124,0.018445,-0.35937,0,0,0,-33.699,185.08
1.0124,0.018446,-0.34375,0,0,0,-33.701,180.13
1.0002,0.020962,-0.375,0,0,0,-33.683,234.28
1.0002,0.020963,-0.35938,0,0,0,-33.686,225.05
1.0124,0.018445,-0.375,0,0,0,-33.697,192.03
1.0245,0.015367,-0.375,0,0,0,-33.774,-38.495
1.0002,0.020963,-0.34375,0,0,0,-33.689,217.25
1.125,0.0087687,-0.35938,0,0,0,-33.945,-551.99
1.125,0.0087718,-0.375,0,0,0,-33.946,-554.69
1.1125,0.0088047,-0.34375,0,0,0,-33.931,-511.19
1.1,0.0090815,-0.34375,0,0,0,-33.917,-467.6
1.205,0.033402,-0.375,0,0,0,-33.668,280.26
1.205,0.033405,-0.35937,0,0,0,-33.666,284.8
1.205,0.033415,-0.32812,0,0,0,-33.664,292.25
1.205,0.033418,-0.3125,0,0,0,-33.662,296.39
-1.8996,0.15111,-0.37336,0,0,0,-33.731,88.733
-1.9039,0.1428,-0.3734,0,0,0,-33.736,74.419
-1.9026,0.14133,-0.35832,0,0,0,-33.738,69.37
-1.8947,0.14333,-0.35599,0,0,0,-33.735,77.041
-1.8938,0.15113,-0.35835,0,0,0,-33.732,86.95
0.20185,0.15108,-0.33054,0,0,0,-34.127,-1098.5
0.19683,0.14281,-0.33022,0,0,0,-34.17,-1228.7
0.215,0.31063,-0.35769,0,0,0,-33.295,1399.4
0.21499,0.30081,-0.3577,0,0,0,-33.281,1440.8
0.22326,0.30104,-0.37287,0,0,0,-33.321,1320.3
0.22328,0.31038,-0.37286,0,0,0,-33.328,1298.3
0.20608,0.3104,-0.34208,0,0,0,-33.339,1267
0.20607,0.3011,-0.34209,0,0,0,-33.325,1309.2
-1.3745,0.425,-0.34065,0,0,0,-33.851,-268.94
-1.3873,0.425,-0.34035,0,0,0,-33.857,-287.73
-1.3873,0.4125,-0.34037,0,0,0,-33.85,-268.56
-1.3745,0.4125,-0.34068,0,0,0,-33.846,-255.42
-1.4007,0.40004,-0.33991,0,0,0,-33.821,-181.07
-1.3873,0.40004,-0.34047,0,0,0,-33.845,-253.66
-1.4007,0.41251,-0.33989,0,0,0,-33.829,-203.9
-1.3745,0.40004,-0.34082,0,0,0,-33.844,-249.38
-1.4007,0.425,-0.33989,0,0,0,-33.836,-225.88
-1.2749,0.425,-0.34423,0,0,0,-33.858,-292.66
-1.2873,0.425,-0.34385,0,0,0,-33.857,-287.25
-1.2873,0.41251,-0.34387,0,0,0,-33.853,-275.11
-1.2749,0.41251,-0.34425,0,0,0,-33.855,-280.85
-1.2998,0.40005,-0.34356,0,0,0,-33.85,-266.9
-1.2873,0.40005,-0.34397,0,0,0,-33.852,-273.26
-1.2998,0.41251,-0.34345,0,0,0,-33.851,-268.83
-1.2749,0.40005,-0.34435,0,0,0,-33.853,-277.09
-1.2998,0.425,-0.34343,0,0,0,-33.855,-281
-1.175,0.425,-0.34635,0,0,0,-33.871,-330.71
-1.1875,0.425,-0.34618,0,0,0,-33.87,-326.15
-1.1875,0.41251,-0.34619,0,0,0,-33.866,-316.32
-1.175,0.41251,-0.34636,0,0,0,-33.868,-321.92
-1.1999,0.40005,-0.34606,0,0,0,-33.864,-308.41
-1.1875,0.40005,-0.34625,0,0,0,-33.866,-314.67
-1.1999,0.41251,-0.346,0,0,0,-33.865,-310.96
-1.175,0.40005,-0.34642,0,0,0,-33.867,-319.69
-1.1999,0.425,-0.34599,0,0,0,-33.868,-321.44
-1.075,0.425,-0.34669,0,0,0,-33.883,-365
-1.0875,0.425,-0.34675,0,0,0,-33.881,-360.6
-1.0875,0.41251,-0.34676,0,0,0,-33.879,-354.96
-1.075,0.41251,-0.3467,0,0,0,-33.881,-360.46
-1.1,0.40005,-0.34683,0,0,0,-33.878,-350.9
-1.0875,0.40005,-0.34681,0,0,0,-33.88,-357.06
-1.1,0.41251,-0.34679,0,0,0,-33.877,-349.81
-1.075,0.40005,-0.34675,0,0,0,-33.882,-361.99
-1.1,0.425,-0.34678,0,0,0,-33.88,-356.24
-0.97516,0.425,-0.34478,0,0,0,-33.892,-392.06
-0.98763,0.425,-0.34519,0,0,0,-33.891,-391.24
-0.98763,0.41251,-0.3452,0,0,0,-33.891,-391.18
-0.97516,0.41251,-0.3448,0,0,0,-33.892,-393.4
-1.0001,0.40005,-0.34563,0,0,0,-33.893,-395.56
-0.98762,0.40005,-0.34528,0,0,0,-33.894,-400.01
-1.0001,0.41251,-0.34556,0,0,0,-33.89,-388.44
-0.97515,0.40005,-0.34488,0,0,0,-33.895,-401.83
-1.0001,0.425,-0.34555,0,0,0,-33.891,-389.64
-0.8743,0.425,-0.34045,0,0,0,-33.918,-472.59
-0.88774,0.425,-0.3411,0,0,0,-33.891,-391.52
-0.88774,0.41251,-0.34112,0,0,0,-33.896,-405.73
-0.87431,0.41251,-0.34045,0,0,0,-33.92,-476.35
-0.90053,0.40004,-0.34169,0,0,0,-33.901,-418.95
-0.88775,0.40004,-0.34119,0,0,0,-33.91,-447.65
-0.90053,0.41251,-0.34159,0,0,0,-33.889,-385.78
-0.87432,0.40004,-0.34046,0,0,0,-33.929,-504.02
-0.90053,0.425,-0.34157,0,0,0,-33.885,-372.48
-1.3745,0.525,-0.34065,0,0,0,-33.891,-389.24
-1.3873,0.525,-0.34034,0,0,0,-33.904,-428.08
-1.3873,0.5125,-0.34034,0,0,0,-33.899,-414.93
-1.3745,0.5125,-0.34064,0,0,0,-33.887,-378.8
-1.4007,0.5,-0.33989,0,0,0,-33.86,-297.94
-1.3873,0.5,-0.34034,0,0,0,-33.895,-401
-1.4007,0.5125,-0.33989,0,0,0,-33.862,-303.44
-1.3745,0.5,-0.34064,0,0,0,-33.883,-366.51
-1.4007,0.525,-0.33989,0,0,0,-33.864,-309.64
-1.2749,0.525,-0.34423,0,0,0,-33.895,-401.93
-1.2873,0.525,-0.34384,0,0,0,-33.892,-394.8
-1.2873,0.5125,-0.34384,0,0,0,-33.89,-386.09
-1.2749,0.5125,-0.34423,0,0,0,-33.892,-393.39
-1.2998,0.5,-0.34342,0,0,0,-33.884,-369.18
-1.2873,0.5,-0.34384,0,0,0,-33.887,-377.05
-1.2998,0.5125,-0.34342,0,0,0,-33.887,-378.33
-1.2749,0.5,-0.34423,0,0,0,-33.889,-383.2
-1.2998,0.525,-0.34342,0,0,0,-33.89,-386.85
-1.175,0.525,-0.34635,0,0,0,-33.909,-445.77
-1.1875,0.525,-0.34618,0,0,0,-33.908,-441.4
-1.1875,0.5125,-0.34618,0,0,0,-33.905,-431.22
-1.175,0.5125,-0.34635,0,0,0,-33.906,-435.87
-1.1999,0.5,-0.34599,0,0,0,-33.899,-415.47
-1.1875,0.5,-0.34618,0,0,0,-33.901,-420.71
-1.1999,0.5125,-0.34599,0,0,0,-33.903,-426.17
-1.175,0.5,-0.34635,0,0,0,-33.902,-424.06
-1.1999,0.525,-0.34599,0,0,0,-33.906,-436.21
-1.075,0.525,-0.3467,0,0,0,-33.918,-472.19
-1.0875,0.525,-0.34675,0,0,0,-33.917,-469.43
-1.0875,0.5125,-0.34675,0,0,0,-33.914,-458.57
-1.075,0.5125,-0.3467,0,0,0,-33.915,-461.72
-1.1,0.5,-0.34678,0,0,0,-33.909,-444.02
-1.0875,0.5,-0.34675,0,0,0,-33.91,-447.59
-1.1,0.5125,-0.34678,0,0,0,-33.913,-455.38
-1.075,0.5,-0.3467,0,0,0,-33.911,-449.42
-1.1,0.525,-0.34678,0,0,0,-33.916,-466.23
-0.97516,0.525,-0.34477,0,0,0,-33.918,-472.86
-0.98762,0.525,-0.34519,0,0,0,-33.92,-477.59
-0.98762,0.5125,-0.34518,0,0,0,-33.917,-466.91
-0.97516,0.5125,-0.34477,0,0,0,-33.915,-462.84
-1.0001,0.5,-0.34554,0,0,0,-33.914,-458.63
-0.98762,0.5,-0.34518,0,0,0,-33.913,-456.82
-1.0001,0.5125,-0.34555,0,0,0,-33.917,-469.46
-0.97516,0.5,-0.34477,0,0,0,-33.911,-451.65
-1.0001,0.525,-0.34555,0,0,0,-33.921,-480.39
-0.8743,0.525,-0.34045,0,0,0,-33.952,-571.95
-0.88774,0.525,-0.3411,0,0,0,-33.907,-437.33
-0.88774,0.5125,-0.3411,0,0,0,-33.904,-429.51
-0.8743,0.5125,-0.34045,0,0,0,-33.948,-561.71
-0.90053,0.5,-0.34156,0,0,0,-33.894,-398.66
-0.88774,0.5,-0.3411,0,0,0,-33.902,-422.87
-0.90053,0.5125,-0.34156,0,0,0,-33.896,-405.24
-0.8743,0.5,-0.34045,0,0,0,-33.944,-549.9
-0.90053,0.525,-0.34156,0,0,0,-33.898,-412.83
-1.3745,0.625,-0.34065,0,0,0,-33.909,-445.44
-1.3873,0.625,-0.34035,0,0,0,-33.925,-493.64
-1.3873,0.6125,-0.34035,0,0,0,-33.924,-488.64
-1.3745,0.6125,-0.34065,0,0,0,-33.908,-440.49
-1.4007,0.6,-0.33989,0,0,0,-33.877,-346.94
-1.3873,0.6,-0.34035,0,0,0,-33.922,-484
-1.4007,0.6125,-0.33989,0,0,0,-33.879,-353.63
-1.3745,0.6,-0.34065,0,0,0,-33.906,-435.14
-1.4007,0.625,-0.33989,0,0,0,-33.881,-360.55
-1.2749,0.625,-0.34424,0,0,0,-33.916,-465
-1.2873,0.625,-0.34385,0,0,0,-33.913,-455.13
-1.2873,0.6125,-0.34385,0,0,0,-33.91,-446.61
-1.2749,0.6125,-0.34424,0,0,0,-33.913,-456.06
-1.2998,0.6,-0.34343,0,0,0,-33.904,-429.32
-1.2873,0.6,-0.34384,0,0,0,-33.907,-439.21
-1.2998,0.6125,-0.34343,0,0,0,-33.906,-436.41
-1.2749,0.6,-0.34424,0,0,0,-33.91,-447.7
-1.2998,0.625,-0.34343,0,0,0,-33.909,-444.51
-1.175,0.625,-0.34636,0,0,0,-33.936,-525.29
-1.1875,0.625,-0.34619,0,0,0,-33.934,-518.78
-1.1875,0.6125,-0.34619,0,0,0,-33.93,-506.13
-1.175,0.6125,-0.34636,0,0,0,-33.932,-512.11
-1.1999,0.6,-0.34599,0,0,0,-33.924,-489.41
-1.1875,0.6,-0.34619,0,0,0,-33.926,-495.71
-1.1999,0.6125,-0.34599,0,0,0,-33.927,-499.65
-1.175,0.6,-0.34636,0,0,0,-33.928,-500.62
-1.1999,0.625,-0.34599,0,0,0,-33.931,-511.83
-1.075,0.62498,-0.34668,0,0,0,-33.956,-584.05
-1.0875,0.62499,-0.34675,0,0,0,-33.952,-574.5
-1.0875,0.6125,-0.34676,0,0,0,-33.945,-551.86
-1.075,0.6125,-0.3467,0,0,0,-33.947,-558.88
-1.1,0.6,-0.34678,0,0,0,-33.937,-529.71
-1.0875,0.6,-0.34676,0,0,0,-33.939,-535.16
-1.1,0.6125,-0.34678,0,0,0,-33.943,-545.36
-1.075,0.6,-0.3467,0,0,0,-33.941,-539.88
-1.1,0.62499,-0.34678,0,0,0,-33.949,-565.92
-0.97534,0.62456,-0.34384,0,0,0,-33.992,-692.57
-0.98774,0.6247,-0.34456,0,0,0,-33.989,-683.32
-0.98769,0.61235,-0.34502,0,0,0,-33.969,-623.8
-0.97525,0.61227,-0.3445,0,0,0,-33.972,-632.37
-1.0001,0.59997,-0.34553,0,0,0,-33.953,-575.88
-0.98765,0.59995,-0.34516,0,0,0,-33.954,-580.53
-1.0001,0.61241,-0.34545,0,0,0,-33.966,-614.53
-0.9752,0.59991,-0.34471,0,0,0,-33.955,-583.44
-1.0002,0.62479,-0.34514,0,0,0,-33.984,-669.48
-0.90073,0.59958,-0.34021,0,0,0,-33.959,-594.29
-0.888,0.59966,-0.33874,0,0,0,-33.99,-686.98
-0.88897,0.61065,-0.33692,0,0,0,-34.023,-787
-0.90052,0.6126,-0.33757,0,0,0,-34.017,-767.95
-1.3745,0.72426,-0.33948,0,0,0,-33.943,-545.79
-1.3872,0.72448,-0.339,0,0,0,-33.94,-536.83
-1.387,0.71205,-0.3401,0,0,0,-33.947,-557.61
-1.3745,0.71205,-0.34038,0,0,0,-33.935,-522.27
-1.4006,0.69995,-0.33983,0,0,0,-33.895,-403.16
-1.3872,0.69982,-0.34033,0,0,0,-33.943,-545.02
-1.4002,0.7125,-0.33949,0,0,0,-33.9,-418.23
-1.3745,0.69977,-0.34064,0,0,0,-33.928,-502.68
-1.3985,0.72373,-0.33904,0,0,0,-33.905,-432.62
-1.275,0.72451,-0.34209,0,0,0,-33.981,-660.55
-1.2874,0.72457,-0.34188,0,0,0,-33.969,-623.18
-1.2874,0.71213,-0.34324,0,0,0,-33.956,-584.46
-1.2749,0.7121,-0.34355,0,0,0,-33.966,-614.66
-1.2998,0.69981,-0.34332,0,0,0,-33.937,-529.41
-1.2874,0.69981,-0.34371,0,0,0,-33.944,-550.37
-1.2998,0.71215,-0.34289,0,0,0,-33.947,-558.96
-1.2749,0.69979,-0.34407,0,0,0,-33.952,-573.35
-1.2999,0.7246,-0.3416,0,0,0,-33.959,-593.11
-1.1752,0.72397,-0.33671,0,0,0,-34.057,-889.12
-1.1877,0.72456,-0.33784,0,0,0,-34.055,-881.61
-1.1877,0.71185,-0.34247,0,0,0,-34.021,-779.4
-1.1754,0.71156,-0.3419,0,0,0,-34.023,-787.93
-1.2,0.69962,-0.34491,0,0,0,-33.999,-713.3
-1.1876,0.69952,-0.34475,0,0,0,-34.004,-728.01
-1.2001,0.712,-0.34302,0,0,0,-34.021,-780.71
-1.1751,0.69944,-0.34447,0,0,0,-34.011,-751.09
-1.2003,0.72487,-0.33908,0,0,0,-34.087,-979.84
-1.0629,0.71006,-0.31137,0,0,0,-34.011,-751.23
-1.0643,0.70683,-0.32255,0,0,0,-34.065,-913.67
-1.0627,0.69809,-0.32873,0,0,0,-34.126,-1096.5
-1.0501,0.69685,-0.32588,0,0,0,-34.073,-936.24
-1.5747,0.013391,-0.23428,0,0,0,-33.809,-144.03
-1.5747,0.01375,-0.24996,0,0,0,-33.812,-154.74
-1.5881,0.015354,-0.25001,0,0,0,-33.794,-98.31
-1.5881,0.014972,-0.23438,0,0,0,-33.793,-96.623
-1.6002,0.018011,-0.2501,0,0,0,-33.777,-47.95
-1.6002,0.017528,-0.23459,0,0,0,-33.779,-55.529
0.22506,0.014135,-0.23622,0,0,0,-33.718,127.59
0.22499,0.0041478,-0.22924,0,0,0,-33.723,112.71
0.2126,0.025498,-0.24056,0,0,0,-33.715,138.65
0.20013,0.025503,-0.24205,0,0,0,-33.813,-154.78
0.32441,0.014913,-0.23084,0,0,0,-33.803,-127.48
0.32451,0.0051891,-0.22616,0,0,0,-33.8,-115.84
0.31198,0.025923,-0.23346,0,0,0,-33.793,-97.021
0.29961,0.025868,-0.23437,0,0,0,-33.787,-78.122
0.42497,0.025558,-0.2222,0,0,0,-33.801,-121.36
0.41256,0.025539,-0.22309,0,0,0,-33.792,-94.45
0.41253,0.014153,-0.21991,0,0,0,-33.793,-96.341
0.42496,0.014183,-0.21925,0,0,0,-33.803,-125.43
0.40003,0.0041556,-0.21357,0,0,0,-33.781,-60.814
0.4125,0.0041626,-0.2132,0,0,0,-33.797,-108.19
0.40009,0.014144,-0.22056,0,0,0,-33.776,-45.983
0.42496,0.0041965,-0.21286,0,0,0,-33.808,-141.64
0.40015,0.025531,-0.22397,0,0,0,-33.777,-46.87
0.52506,0.025472,-0.21298,0,0,0,-33.972,-634.19
0.51185,0.025721,-0.21477,0,0,0,-33.89,-386.2
0.5117,0.013725,-0.21073,0,0,0,-33.941,-539.41
0.52322,0.015144,-0.21066,0,0,0,-33.946,-556.45
0.49933,0.025731,-0.21606,0,0,0,-33.887,-378.84
0.49914,0.014132,-0.21305,0,0,0,-33.936,-526.16
1.0124,0.018452,-0.23437,0,0,0,-33.7,182.5
1.0124,0.018452,-0.21875,0,0,0,-33.694,201.91
1.0245,0.015373,-0.21875,0,0,0,-33.769,-24.187
1.0245,0.015374,-0.23437,0,0,0,-33.773,-37.179
1.0002,0.020968,-0.25,0,0,0,-33.69,213.12
1.0002,0.02097,-0.23438,0,0,0,-33.685,227.04
1.0124,0.018451,-0.25,0,0,0,-33.704,172.06
1.0245,0.015374,-0.25,0,0,0,-33.776,-44.494
1.0002,0.020971,-0.21875,0,0,0,-33.677,251.24
1.125,0.008778,-0.23438,0,0,0,-33.941,-540.07
1.125,0.0087793,-0.25,0,0,0,-33.94,-537.59
1.1125,0.0088116,-0.21875,0,0,0,-33.929,-504.36
1.1,0.0090883,-0.21875,0,0,0,-33.914,-458
1.205,0.033407,-0.24999,0,0,0,-33.655,316.47
1.205,0.033407,-0.23437,0,0,0,-33.653,324.12
1.205,0.033411,-0.20312,0,0,0,-33.647,342.5
1.205,0.033414,-0.1875,0,0,0,-33.643,353.7
0.22518,0.1125,-0.24138,0,0,0,-33.757,12.031
0.22518,0.1,-0.24138,0,0,0,-33.753,22.636
0.21272,0.125,-0.24245,0,0,0,-33.767,-18.292
0.2003,0.12502,-0.24399,0,0,0,-33.809,-145.62
0.32436,0.1125,-0.23312,0,0,0,-33.754,22.176
0.32436,0.1,-0.23312,0,0,0,-33.758,10.027
0.31191,0.125,-0.23403,0,0,0,-33.752,26.869
0.29955,0.125,-0.23504,0,0,0,-33.755,17.442
0.42493,0.12499,-0.22389,0,0,0,-33.681,238.4
0.41257,0.125,-0.22479,0,0,0,-33.691,209.03
0.41257,0.1125,-0.22477,0,0,0,-33.715,136.96
0.42496,0.1125,-0.22377,0,0,0,-33.713,142.83
0.40018,0.1,-0.22579,0,0,0,-33.736,73.648
0.41258,0.099999,-0.22475,0,0,0,-33.742,56.391
0.40018,0.1125,-0.22579,0,0,0,-33.717,133.01
0.42497,0.1,-0.2237,0,0,0,-33.747,41.999
0.40018,0.125,-0.2258,0,0,0,-33.7,182.08
0.52551,0.12508,-0.21626,0,0,0,-33.908,-441.46
0.51193,0.12508,-0.21823,0,0,0,-33.919,-474.94
0.51205,0.11256,-0.21729,0,0,0,-33.908,-440.31
0.52557,0.11255,-0.21594,0,0,0,-33.918,-472.24
0.49931,0.10002,-0.21778,0,0,0,-33.889,-383.94
0.51212,0.10003,-0.21683,0,0,0,-33.889,-385.06
0.49923,0.11256,-0.21868,0,0,0,-33.918,-470.31
0.52562,0.10002,-0.21576,0,0,0,-33.921,-480.24
0.49928,0.1249,-0.22054,0,0,0,-33.93,-507.92
0.22517,0.2125,-0.24138,0,0,0,-33.785,-71.768
0.22517,0.2,-0.24138,0,0,0,-33.775,-43.077
0.21272,0.225,-0.24238,0,0,0,-33.794,-98.069
0.2003,0.22499,-0.24367,0,0,0,-33.868,-320.92
0.32436,0.2125,-0.23312,0,0,0,-33.759,7.0344
0.32436,0.2,-0.23312,0,0,0,-33.755,18.382
0.31191,0.225,-0.23403,0,0,0,-33.766,-14.559
0.29955,0.225,-0.23504,0,0,0,-33.774,-38.735
0.42497,0.22499,-0.22367,0,0,0,-33.725,108.11
0.41258,0.225,-0.22474,0,0,0,-33.722,116.75
0.41258,0.21249,-0.22475,0,0,0,-33.715,139.11
0.42498,0.21248,-0.2237,0,0,0,-33.715,137.87
0.40018,0.2,-0.22579,0,0,0,-33.703,175.09
0.41258,0.19999,-0.22477,0,0,0,-33.698,188.81
0.40018,0.2125,-0.22579,0,0,0,-33.713,145.13
0.42497,0.19997,-0.22377,0,0,0,-33.691,210.99
0.40018,0.225,-0.22579,0,0,0,-33.718,130.14
0.52564,0.22499,-0.2157,0,0,0,-33.939,-533.96
0.51215,0.22498,-0.21668,0,0,0,-33.892,-394.66
0.51211,0.21242,-0.21684,0,0,0,-33.895,-401.11
0.52561,0.21246,-0.21576,0,0,0,-33.935,-522.62
0.49921,0.19971,-0.21868,0,0,0,-33.918,-472.69
0.51203,0.19981,-0.21729,0,0,0,-33.908,-441.53
0.4993,0.21239,-0.21779,0,0,0,-33.893,-395.28
0.52556,0.19989,-0.21594,0,0,0,-33.928,-501.19
0.49934,0.22497,-0.21752,0,0,0,-33.883,-367.09
0.22582,0.31249,-0.24193,0,0,0,-33.945,-553.23
0.22582,0.29993,-0.24193,0,0,0,-33.967,-618.77
0.21433,0.32492,-0.244,0,0,0,-34.001,-721.42
0.32436,0.3125,-0.23312,0,0,0,-33.761,0.27358
0.32436,0.3,-0.23312,0,0,0,-33.771,-31.359
0.31191,0.325,-0.23403,0,0,0,-33.752,28.084
0.29955,0.325,-0.23504,0,0,0,-33.756,15.407
0.42488,0.32496,-0.22403,0,0,0,-33.657,312.54
0.41256,0.32499,-0.22482,0,0,0,-33.673,264.42
0.41255,0.31249,-0.22484,0,0,0,-33.641,358.98
0.42483,0.31247,-0.22413,0,0,0,-33.595,498.35
0.40018,0.3,-0.2258,0,0,0,-33.662,296.13
0.41255,0.29999,-0.22484,0,0,0,-33.622,416.44
0.40018,0.3125,-0.2258,0,0,0,-33.672,266.82
0.42483,0.29997,-0.22413,0,0,0,-33.56,602.73
0.40018,0.325,-0.2258,0,0,0,-33.686,223.81
0.52547,0.32482,-0.21666,0,0,0,-33.933,-517.75
0.51186,0.32464,-0.21952,0,0,0,-33.973,-636.09
0.51193,0.31226,-0.22047,0,0,0,-33.961,-601.9
0.52546,0.31238,-0.21695,0,0,0,-33.926,-496.57
0.49976,0.29963,-0.22638,0,0,0,-33.961,-601.67
0.51192,0.29991,-0.22047,0,0,0,-33.969,-623.32
0.49976,0.31227,-0.22637,0,0,0,-33.956,-585.27
0.52546,0.29998,-0.21695,0,0,0,-33.936,-526.8
0.49921,0.32476,-0.2238,0,0,0,-33.98,-657.66
0.22518,0.4125,-0.24137,0,0,0,-33.769,-23.257
0.22518,0.4,-0.24138,0,0,0,-33.78,-56.927
0.21272,0.425,-0.24237,0,0,0,-33.741,59.099
0.2003,0.425,-0.24363,0,0,0,-33.829,-205.37
0.32436,0.4125,-0.23312,0,0,0,-33.796,-106.53
0.32436,0.4,-0.23312,0,0,0,-33.793,-94.802
0.31191,0.425,-0.23403,0,0,0,-33.795,-102.29
0.29955,0.425,-0.23504,0,0,0,-33.796,-106.62
0.42497,0.425,-0.22366,0,0,0,-33.8,-117.07
0.41257,0.425,-0.22474,0,0,0,-33.795,-102.38
0.41257,0.4125,-0.22474,0,0,0,-33.79,-86.429
0.42497,0.4125,-0.22366,0,0,0,-33.796,-103.86
0.40018,0.4,-0.22579,0,0,0,-33.769,-25.613
0.41257,0.4,-0.22474,0,0,0,-33.782,-63.631
0.40018,0.4125,-0.22579,0,0,0,-33.777,-48.084
0.42497,0.4,-0.22366,0,0,0,-33.789,-84.372
0.40018,0.425,-0.22579,0,0,0,-33.782,-63.983
0.52564,0.42499,-0.21566,0,0,0,-33.914,-459.8
0.51216,0.42499,-0.21662,0,0,0,-33.852,-272.97
0.51216,0.4125,-0.21662,0,0,0,-33.857,-289.81
0.52565,0.4125,-0.21567,0,0,0,-33.916,-465.54
