"Points:0","Points:1","Points:2","U:0","U:1","U:2","cp","p"
0.81023,0.080162,0.16844,0,0,0,-33.721,119.7
0.86212,0.091684,0.14106,0,0,0,-33.709,156.02
0.87451,0.10279,0.16886,0,0,0,-33.688,217.4
0.96516,0.031824,0.15617,0,0,0,-33.132,1888.1
0.96517,0.031759,0.17185,0,0,0,-33.147,1841.7
0.97514,0.026916,0.17187,0,0,0,-33.325,1306.9
0.95793,0.043201,0.15605,0,0,0,-34.075,-943.76
0.96587,0.04324,0.15614,0,0,0,-34.532,-2315.2
0.97617,0.042321,0.17184,0,0,0,-34.123,-1086.3
0.97617,0.042238,0.18749,0,0,0,-34.109,-1044.4
0.97514,0.026913,0.1875,0,0,0,-33.342,1258.7
0.96518,0.031744,0.18749,0,0,0,-33.163,1795.7
0.97614,0.043372,0.14048,0,0,0,-34.136,-1125.7
0.98783,0.041786,0.15619,0,0,0,-33.936,-526.26
0.98771,0.023606,0.17187,0,0,0,-33.572,567.96
0.98771,0.023606,0.1875,0,0,0,-33.585,527.22
0.97514,0.026916,0.20312,0,0,0,-33.357,1213.2
0.96518,0.031744,0.20312,0,0,0,-33.176,1756.4
0.96518,0.031744,0.21875,0,0,0,-33.185,1729.5
0.97617,0.042222,0.20312,0,0,0,-34.095,-1003.2
0.9659,0.042855,0.21875,0,0,0,-34.429,-2004.2
0.95797,0.042921,0.21875,0,0,0,-34.027,-798.09
0.98771,0.023609,0.20312,0,0,0,-33.599,486.08
1.0002,0.02097,0.20312,0,0,0,-33.652,327.24
0.98781,0.041421,0.21875,0,0,0,-33.909,-444.38
1,0.040711,0.21875,0,0,0,-33.843,-246.9
0.97617,0.042215,0.25,0,0,0,-34.074,-938.16
0.97617,0.042216,0.23437,0,0,0,-34.077,-949.24
1.0625,0.039502,0.15677,0,0,0,-33.748,37.815
1.075,0.03985,0.17202,0,0,0,-33.74,64.299
1.075,0.039895,0.18752,0,0,0,-33.736,74.306
1.0629,0.011262,0.15625,0,0,0,-33.854,-278.81
1.075,0.039373,0.14222,0,0,0,-33.739,67.273
1.0876,0.040016,0.15682,0,0,0,-33.735,78.053
1.0752,0.010335,0.17187,0,0,0,-33.872,-334.8
1.0752,0.010336,0.1875,0,0,0,-33.874,-339.84
1.025,0.039789,0.20312,0,0,0,-33.784,-68.478
1.05,0.039569,0.21875,0,0,0,-33.743,52.557
1.0375,0.039598,0.21875,0,0,0,-33.757,12.802
1.0245,0.015371,0.20312,0,0,0,-33.754,20.351
1.0124,0.01845,0.20312,0,0,0,-33.672,266.24
1.0505,0.01236,0.21875,0,0,0,-33.859,-294.02
1.0378,0.01365,0.21875,0,0,0,-33.849,-264.17
1.0125,0.04016,0.21875,0,0,0,-33.807,-137.36
1.025,0.039792,0.23438,0,0,0,-33.774,-38.133
1.075,0.039906,0.20312,0,0,0,-33.732,85.871
1.0625,0.039681,0.21875,0,0,0,-33.735,76.929
1.0752,0.010335,0.20312,0,0,0,-33.876,-344.34
1.0629,0.011263,0.21875,0,0,0,-33.862,-302.39
1.0875,0.040221,0.21875,0,0,0,-33.723,112.69
1.1,0.040596,0.21875,0,0,0,-33.719,125.37
1.075,0.039905,0.25,0,0,0,-33.725,109.23
1.075,0.039906,0.23438,0,0,0,-33.726,103.37
1.1624,0.04232,0.15633,0,0,0,-33.719,127.3
1.1747,0.042095,0.17188,0,0,0,-33.728,97.419
1.1747,0.042092,0.1875,0,0,0,-33.739,66.585
1.1622,0.010188,0.15625,0,0,0,-33.997,-709.57
1.1746,0.042163,0.14063,0,0,0,-33.7,182.37
1.1864,0.041146,0.15625,0,0,0,-33.71,152.61
1.1969,0.038629,0.15625,0,0,0,-33.682,236.56
1.1744,0.01129,0.17187,0,0,0,-34.017,-769.6
1.1744,0.011289,0.1875,0,0,0,-34.015,-762.73
1.125,0.041425,0.20312,0,0,0,-33.719,126.99
1.15,0.04213,0.21875,0,0,0,-33.729,96.12
1.1375,0.041817,0.21875,0,0,0,-33.722,117.22
1.125,0.0087728,0.20312,0,0,0,-33.95,-567.79
1.1499,0.0094503,0.21875,0,0,0,-33.976,-646.07
1.1374,0.0089859,0.21875,0,0,0,-33.963,-606.59
1.1125,0.041007,0.21875,0,0,0,-33.717,131.09
1.125,0.041426,0.23438,0,0,0,-33.718,129.27
1.1747,0.042092,0.20312,0,0,0,-33.747,43.261
1.1624,0.042283,0.21875,0,0,0,-33.74,64.231
1.1744,0.01129,0.20312,0,0,0,-34.013,-757.63
1.1622,0.010188,0.21875,0,0,0,-33.992,-693.71
1.1864,0.04114,0.21875,0,0,0,-33.756,14.868
1.1969,0.038626,0.21875,0,0,0,-33.721,120.74
1.1747,0.042094,0.25,0,0,0,-33.761,0.86639
1.1747,0.042094,0.23438,0,0,0,-33.757,12.247
0.23759,0.125,0.24038,0,0,0,-33.765,-12.898
0.24998,0.125,0.23933,0,0,0,-33.763,-7.1577
0.22518,0.15,0.2414,0,0,0,-33.785,-72.635
0.22518,0.1375,0.24139,0,0,0,-33.778,-50.461
0.26238,0.125,0.23826,0,0,0,-33.76,3.1404
0.27478,0.1375,0.23718,0,0,0,-33.754,21.558
0.27478,0.15,0.23718,0,0,0,-33.755,16.648
0.22518,0.1625,0.2414,0,0,0,-33.793,-95.432
0.24998,0.175,0.23933,0,0,0,-33.779,-53.096
0.23759,0.175,0.24038,0,0,0,-33.783,-65.515
0.27478,0.1625,0.23718,0,0,0,-33.764,-7.8569
0.26238,0.175,0.23826,0,0,0,-33.773,-35.938
0.33717,0.125,0.23232,0,0,0,-33.749,36.248
0.35065,0.125,0.23136,0,0,0,-33.773,-36.427
0.32436,0.15,0.23312,0,0,0,-33.745,49.263
0.32436,0.1375,0.23312,0,0,0,-33.743,53.43
0.36289,0.1125,0.22905,0,0,0,-33.751,28.881
0.36289,0.125,0.22905,0,0,0,-33.745,47.502
0.37531,0.1375,0.22778,0,0,0,-33.691,209.94
0.38777,0.1375,0.22679,0,0,0,-33.683,234.46
0.40018,0.15,0.2258,0,0,0,-33.669,276.87
0.40018,0.1375,0.2258,0,0,0,-33.678,250.1
0.38777,0.15,0.22679,0,0,0,-33.679,247.17
0.37531,0.15,0.22778,0,0,0,-33.69,213.45
0.32436,0.1625,0.23312,0,0,0,-33.748,39.434
0.35065,0.175,0.23136,0,0,0,-33.774,-37.974
0.33717,0.175,0.23232,0,0,0,-33.75,33.339
0.38777,0.1625,0.22679,0,0,0,-33.676,254.31
0.37531,0.1625,0.22778,0,0,0,-33.688,219.07
0.40018,0.1625,0.2258,0,0,0,-33.665,289
0.36289,0.175,0.22905,0,0,0,-33.742,57.372
0.36289,0.1875,0.22905,0,0,0,-33.739,64.693
0.36289,0.2,0.22905,0,0,0,-33.748,37.798
0.43723,0.125,0.22335,0,0,0,-33.684,232.19
0.43735,0.11251,0.22292,0,0,0,-33.723,112.85
0.44973,0.11256,0.22236,0,0,0,-33.764,-9.6429
0.44938,0.12509,0.22361,0,0,0,-33.74,62.897
0.41256,0.13749,0.22482,0,0,0,-33.662,297.03
0.42488,0.13748,0.22403,0,0,0,-33.642,357.65
0.41255,0.14999,0.22484,0,0,0,-33.645,348.79
0.42483,0.14997,0.22413,0,0,0,-33.608,458.15
0.46211,0.11264,0.22203,0,0,0,-33.843,-246.36
0.46148,0.12551,0.22532,0,0,0,-33.862,-301.89
0.47392,0.13523,0.23616,0,0,0,-34.015,-761.64
0.48927,0.13511,0.22726,0,0,0,-33.948,-561.29
0.49976,0.14963,0.22638,0,0,0,-33.907,-439.27
0.49921,0.13714,0.22382,0,0,0,-33.919,-473.37
0.4583,0.1379,0.22885,0,0,0,-33.724,109.38
0.45483,0.15001,0.23049,0,0,0,-33.51,753.6
0.42483,0.16247,0.22413,0,0,0,-33.592,507.79
0.41255,0.16249,0.22484,0,0,0,-33.636,373.98
0.43725,0.18736,0.22335,0,0,0,-33.627,400.75
0.437,0.17487,0.22386,0,0,0,-33.563,592.94
0.44976,0.19977,0.22236,0,0,0,-33.718,129.13
0.4494,0.1871,0.22361,0,0,0,-33.65,334.12
0.43736,0.19991,0.22292,0,0,0,-33.685,229.17
0.44847,0.1746,0.22508,0,0,0,-33.53,693.96
0.49976,0.16227,0.22637,0,0,0,-33.908,-442.87
0.45831,0.17391,0.22884,0,0,0,-33.559,606.94
0.4615,0.18644,0.22532,0,0,0,-33.758,8.2852
0.46267,0.17196,0.2378,0,0,0,-33.647,342.08
0.46213,0.19958,0.22204,0,0,0,-33.802,-124.31
0.46352,0.17058,0.25149,0,0,0,-33.786,-76.144
0.45483,0.16184,0.23049,0,0,0,-33.427,1003.1
0.45548,0.16849,0.25376,0,0,0,-33.612,446.82
0.53782,0.13753,0.21363,0,0,0,-33.878,-350.61
0.53783,0.12504,0.21353,0,0,0,-33.886,-374.28
0.52547,0.13756,0.21667,0,0,0,-33.894,-400.66
0.51187,0.13753,0.21952,0,0,0,-33.913,-457.78
0.51192,0.14991,0.22047,0,0,0,-33.909,-444.75
0.52546,0.14998,0.21695,0,0,0,-33.893,-395.42
0.53786,0.11253,0.21344,0,0,0,-33.892,-393.33
0.57518,0.1375,0.2101,0,0,0,-33.839,-234.93
0.57518,0.125,0.2101,0,0,0,-33.838,-230.63
0.56276,0.125,0.2111,0,0,0,-33.852,-272.15
0.56276,0.1375,0.2111,0,0,0,-33.855,-282.25
0.58757,0.125,0.20905,0,0,0,-33.824,-188.79
0.58757,0.1125,0.20905,0,0,0,-33.824,-190.24
0.57518,0.1125,0.2101,0,0,0,-33.835,-223.62
0.56276,0.1125,0.2111,0,0,0,-33.841,-241.39
0.58757,0.1375,0.20905,0,0,0,-33.824,-190.21
0.53781,0.17493,0.21363,0,0,0,-33.882,-361.86
0.53781,0.16246,0.2137,0,0,0,-33.878,-352.27
0.52546,0.16238,0.21695,0,0,0,-33.895,-401.45
0.51193,0.16226,0.22047,0,0,0,-33.911,-449.07
0.57518,0.1625,0.2101,0,0,0,-33.844,-248.04
0.56276,0.1625,0.2111,0,0,0,-33.858,-291.76
0.56276,0.175,0.2111,0,0,0,-33.86,-296.92
0.57518,0.175,0.2101,0,0,0,-33.846,-255.42
0.57518,0.1875,0.2101,0,0,0,-33.84,-236.85
0.58757,0.1875,0.20905,0,0,0,-33.828,-202.02
0.58757,0.175,0.20905,0,0,0,-33.832,-214.6
0.58757,0.1625,0.20905,0,0,0,-33.829,-204.4
0.56276,0.1875,0.2111,0,0,0,-33.851,-270.42
0.62477,0.1375,0.20581,0,0,0,-33.789,-83.489
0.63716,0.1375,0.20473,0,0,0,-33.78,-57.205
0.63716,0.125,0.20473,0,0,0,-33.781,-59.545
0.62477,0.125,0.20581,0,0,0,-33.789,-84.455
0.62476,0.1125,0.20581,0,0,0,-33.79,-87.715
0.61236,0.1125,0.20689,0,0,0,-33.8,-117.68
0.61237,0.125,0.20689,0,0,0,-33.799,-114.17
0.63716,0.1125,0.20473,0,0,0,-33.782,-62.382
0.61237,0.1375,0.20689,0,0,0,-33.799,-114.07
0.67435,0.1375,0.20176,0,0,0,-33.758,7.6517
0.67435,0.125,0.20176,0,0,0,-33.763,-6.5963
0.6619,0.125,0.20266,0,0,0,-33.768,-20.874
0.6619,0.1375,0.20266,0,0,0,-33.765,-12.628
0.68716,0.125,0.20096,0,0,0,-33.758,8.428
0.68716,0.11252,0.20095,0,0,0,-33.761,-1.2161
0.67435,0.11252,0.20176,0,0,0,-33.764,-9.9071
0.6619,0.11251,0.20266,0,0,0,-33.769,-23.016
0.68716,0.1375,0.20096,0,0,0,-33.751,28.35
0.63716,0.175,0.20473,0,0,0,-33.785,-73.056
0.63716,0.1625,0.20473,0,0,0,-33.782,-62.682
0.62477,0.1625,0.20581,0,0,0,-33.792,-92.129
0.62477,0.175,0.20581,0,0,0,-33.795,-102.79
0.62477,0.1875,0.20581,0,0,0,-33.794,-98.632
0.61237,0.175,0.20689,0,0,0,-33.806,-136.63
0.61237,0.1875,0.20689,0,0,0,-33.804,-130.33
0.61237,0.1625,0.20689,0,0,0,-33.803,-125.44
0.63716,0.1875,0.20473,0,0,0,-33.784,-70.365
0.67435,0.1625,0.20176,0,0,0,-33.757,12.115
0.6619,0.1625,0.20266,0,0,0,-33.765,-11.468
0.6619,0.175,0.20266,0,0,0,-33.768,-22.032
0.67435,0.175,0.20176,0,0,0,-33.761,0.94897
0.67435,0.1875,0.20176,0,0,0,-33.761,-0.056938
0.68716,0.1875,0.20096,0,0,0,-33.755,18.845
0.68716,0.175,0.20096,0,0,0,-33.753,23.644
0.68716,0.1625,0.20096,0,0,0,-33.749,34.896
0.6619,0.1875,0.20266,0,0,0,-33.768,-21.223
0.87682,0.1112,0.17555,0,0,0,-33.71,153.28
0.88733,0.12515,0.17892,0,0,0,-33.684,230.19
0.90029,0.175,0.18071,0,0,0,-33.681,239.49
0.88788,0.175,0.18198,0,0,0,-33.688,220.22
0.87564,0.1875,0.18429,0,0,0,-33.703,175.24
0.87564,0.2,0.18429,0,0,0,-33.711,148.89
0.87564,0.175,0.18429,0,0,0,-33.697,192.32
0.96186,0.12923,0.16587,0,0,0,-33.713,143.54
0.97461,0.15083,0.17223,0,0,0,-33.71,152.15
0.97424,0.1392,0.16833,0,0,0,-33.74,62.534
0.962,0.11933,0.14014,0,0,0,-33.789,-84.484
0.96186,0.12334,0.15423,0,0,0,-33.751,31.092
0.92516,0.16253,0.17856,0,0,0,-33.689,216.08
0.93756,0.17502,0.17764,0,0,0,-33.693,205.38
0.94995,0.17504,0.17655,0,0,0,-33.695,198.15
0.91275,0.175,0.1797,0,0,0,-33.684,230.47
0.92516,0.1875,0.17872,0,0,0,-33.689,214.61
0.9747,0.16285,0.17382,0,0,0,-33.702,175.42
0.96234,0.17507,0.17544,0,0,0,-33.697,192.06
0.9995,0.17526,0.17204,0,0,0,-33.702,175.86
0.98712,0.17519,0.17318,0,0,0,-33.701,181.33
0.97475,0.18753,0.17443,0,0,0,-33.697,192.12
0.97475,0.20001,0.17444,0,0,0,-33.696,194.95
1.0743,0.15189,0.1381,0,0,0,-33.683,233.8
1.0741,0.15575,0.15073,0,0,0,-33.678,248.34
1.085,0.157,0.14995,0,0,0,-33.732,85.851
1.0622,0.15392,0.15172,0,0,0,-33.662,295.51
1.0357,0.15322,0.16332,0,0,0,-33.729,96.501
1.0369,0.16328,0.16612,0,0,0,-33.724,111.51
1.0482,0.16408,0.16528,0,0,0,-33.734,81.966
1.052,0.16079,0.16022,0,0,0,-33.72,122.72
1.0241,0.16342,0.16818,0,0,0,-33.711,150.51
1.024,0.15156,0.16388,0,0,0,-33.737,71.444
1.0369,0.17543,0.16861,0,0,0,-33.707,162.11
1.0501,0.17514,0.16703,0,0,0,-33.713,143.11
1.0118,0.17533,0.17088,0,0,0,-33.704,172.1
1.0243,0.18765,0.17026,0,0,0,-33.7,181.93
1.0749,0.17571,0.16183,0,0,0,-33.67,273.8
1.0745,0.16484,0.15775,0,0,0,-33.675,259.29
1.0623,0.16357,0.15941,0,0,0,-33.681,238.49
1.0623,0.17514,0.16375,0,0,0,-33.69,211.4
1.0868,0.16531,0.1546,0,0,0,-33.714,140.71
1.0991,0.16607,0.1515,0,0,0,-33.707,161.66
0.23759,0.225,0.24038,0,0,0,-33.811,-149.58
0.24998,0.225,0.23933,0,0,0,-33.81,-147.48
0.2252,0.24998,0.24142,0,0,0,-33.837,-227.2
0.22518,0.23749,0.24139,0,0,0,-33.815,-161.46
0.26238,0.225,0.23826,0,0,0,-33.802,-123.35
0.27478,0.2375,0.23718,0,0,0,-33.801,-118.77
0.27478,0.25,0.23718,0,0,0,-33.808,-141.86
0.22526,0.26246,0.24151,0,0,0,-33.858,-292.19
0.24998,0.27499,0.23934,0,0,0,-33.849,-265.29
0.23764,0.27497,0.24044,0,0,0,-33.859,-293.17
0.27478,0.2625,0.23718,0,0,0,-33.817,-167.26
0.26237,0.275,0.23826,0,0,0,-33.836,-224.13
0.33717,0.225,0.23232,0,0,0,-33.764,-9.3155
0.35065,0.225,0.23137,0,0,0,-33.798,-109.78
0.32436,0.25,0.23312,0,0,0,-33.767,-18.566
0.32436,0.2375,0.23312,0,0,0,-33.764,-7.7613
0.36289,0.2125,0.22905,0,0,0,-33.756,13.345
0.36289,0.225,0.22905,0,0,0,-33.76,3.1107
0.37531,0.2375,0.22778,0,0,0,-33.691,209.68
0.38777,0.2375,0.22679,0,0,0,-33.695,198.25
0.40018,0.25,0.22579,0,0,0,-33.7,184.37
0.40018,0.2375,0.22579,0,0,0,-33.707,160.37
0.38777,0.25,0.22679,0,0,0,-33.691,210.49
0.37531,0.25,0.22778,0,0,0,-33.689,215.4
0.32436,0.2625,0.23312,0,0,0,-33.771,-31.187
0.35065,0.275,0.23137,0,0,0,-33.799,-114.61
0.33717,0.275,0.23232,0,0,0,-33.773,-36.51
0.38777,0.2625,0.22679,0,0,0,-33.684,230.62
0.37531,0.2625,0.22778,0,0,0,-33.686,224.1
0.40018,0.2625,0.22579,0,0,0,-33.686,224.53
0.36289,0.275,0.22905,0,0,0,-33.756,13.671
0.36289,0.2875,0.22905,0,0,0,-33.754,19.447
0.36289,0.3,0.22905,0,0,0,-33.753,22.901
0.43737,0.22499,0.22261,0,0,0,-33.729,94.393
0.43738,0.21246,0.22269,0,0,0,-33.718,127.81
0.44978,0.21242,0.22174,0,0,0,-33.748,38.392
0.44978,0.22498,0.22155,0,0,0,-33.755,18.69
0.41258,0.2375,0.22474,0,0,0,-33.711,150.21
0.42497,0.2375,0.22367,0,0,0,-33.713,143.96
0.41258,0.25,0.22475,0,0,0,-33.698,190.22
0.42497,0.25,0.2237,0,0,0,-33.693,202.45
0.46217,0.21238,0.22082,0,0,0,-33.8,-118.63
0.46217,0.22497,0.2205,0,0,0,-33.794,-99.326
0.47454,0.23749,0.21946,0,0,0,-33.835,-222.4
0.4869,0.23749,0.21845,0,0,0,-33.87,-328.37
0.49931,0.25002,0.21779,0,0,0,-33.903,-425.19
0.49935,0.2375,0.21752,0,0,0,-33.885,-373.16
0.48687,0.25002,0.21882,0,0,0,-33.894,-398.87
0.47453,0.25002,0.21986,0,0,0,-33.85,-266.21
0.42496,0.2625,0.22377,0,0,0,-33.659,307.33
0.41257,0.2625,0.22477,0,0,0,-33.675,258.98
0.43699,0.28746,0.22386,0,0,0,-33.499,787.03
0.43723,0.275,0.22335,0,0,0,-33.582,538.24
0.44746,0.29987,0.22597,0,0,0,-33.36,1203.5
0.44846,0.28751,0.22508,0,0,0,-33.447,942.54
0.43675,0.29993,0.2242,0,0,0,-33.461,899.63
0.44938,0.27509,0.22361,0,0,0,-33.592,507.88
0.4868,0.2626,0.22022,0,0,0,-33.95,-567.28
0.47446,0.26267,0.22144,0,0,0,-33.896,-404.55
0.49923,0.26256,0.21868,0,0,0,-33.938,-530.16
0.4583,0.2879,0.22885,0,0,0,-33.476,855.27
0.46148,0.27551,0.22532,0,0,0,-33.71,153.04
0.45483,0.30001,0.23049,0,0,0,-33.307,1363.1
0.53788,0.2375,0.21337,0,0,0,-33.904,-427.93
0.53788,0.225,0.21337,0,0,0,-33.9,-416.57
0.52564,0.2375,0.2157,0,0,0,-33.946,-556.71
0.51215,0.2375,0.21668,0,0,0,-33.896,-404.86
0.51212,0.25003,0.21684,0,0,0,-33.906,-434.8
0.52562,0.25002,0.21576,0,0,0,-33.955,-581.5
0.53787,0.21248,0.21339,0,0,0,-33.899,-413.53
0.57518,0.2375,0.2101,0,0,0,-33.83,-208.72
0.57518,0.225,0.2101,0,0,0,-33.829,-205.07
0.56276,0.225,0.21109,0,0,0,-33.817,-169.34
0.56276,0.2375,0.21109,0,0,0,-33.818,-171.89
0.58757,0.225,0.20905,0,0,0,-33.825,-193.6
0.58757,0.2125,0.20905,0,0,0,-33.826,-194.54
0.57518,0.2125,0.2101,0,0,0,-33.83,-208.16
0.56276,0.2125,0.2111,0,0,0,-33.822,-182.76
0.58757,0.2375,0.20905,0,0,0,-33.826,-196.3
0.53783,0.27504,0.21353,0,0,0,-33.928,-502.03
0.53786,0.26252,0.21344,0,0,0,-33.919,-474.75
0.52557,0.26255,0.21594,0,0,0,-33.955,-582.26
0.51205,0.26256,0.21729,0,0,0,-33.928,-500.5
0.53782,0.28753,0.21363,0,0,0,-33.927,-498.79
0.57518,0.2625,0.2101,0,0,0,-33.841,-239.94
0.56276,0.2625,0.2111,0,0,0,-33.839,-233.7
0.56276,0.275,0.2111,0,0,0,-33.863,-307.29
0.57518,0.275,0.2101,0,0,0,-33.85,-267.78
0.57518,0.2875,0.2101,0,0,0,-33.858,-291.05
0.58757,0.2875,0.20905,0,0,0,-33.837,-229.31
0.58757,0.275,0.20905,0,0,0,-33.835,-223.48
0.58757,0.2625,0.20905,0,0,0,-33.832,-214.17
0.56276,0.2875,0.2111,0,0,0,-33.88,-357.49
0.62477,0.2375,0.20581,0,0,0,-33.792,-93.182
0.63716,0.2375,0.20473,0,0,0,-33.782,-61.802
0.63716,0.225,0.20473,0,0,0,-33.782,-61.808
0.62477,0.225,0.20581,0,0,0,-33.792,-92.784
0.62477,0.2125,0.20581,0,0,0,-33.793,-96.912
0.61237,0.2125,0.20689,0,0,0,-33.804,-128.48
0.61237,0.225,0.20689,0,0,0,-33.803,-125.1
0.63716,0.2125,0.20473,0,0,0,-33.783,-66.885
0.61237,0.2375,0.20689,0,0,0,-33.803,-126
0.67435,0.2375,0.20176,0,0,0,-33.758,10.103
0.67435,0.225,0.20176,0,0,0,-33.757,11.531
0.6619,0.225,0.20266,0,0,0,-33.763,-4.9603
0.6619,0.2375,0.20266,0,0,0,-33.763,-4.8504
0.68716,0.225,0.20096,0,0,0,-33.76,3.1413
0.68716,0.2125,0.20096,0,0,0,-33.758,9.9093
0.67435,0.2125,0.20176,0,0,0,-33.758,8.0079
0.6619,0.2125,0.20266,0,0,0,-33.765,-11.574
0.68716,0.2375,0.20096,0,0,0,-33.762,-3.0235
0.63716,0.275,0.20473,0,0,0,-33.784,-70.378
0.63716,0.2625,0.20473,0,0,0,-33.783,-67.698
0.62477,0.2625,0.20581,0,0,0,-33.794,-99.535
0.62477,0.275,0.20581,0,0,0,-33.795,-101.76
0.62477,0.2875,0.20581,0,0,0,-33.794,-100.61
0.61237,0.275,0.20689,0,0,0,-33.806,-136.75
0.61237,0.2875,0.20689,0,0,0,-33.806,-136
0.61237,0.2625,0.20689,0,0,0,-33.806,-134.3
0.63716,0.2875,0.20473,0,0,0,-33.784,-69.567
0.67435,0.2625,0.20176,0,0,0,-33.76,2.0055
0.6619,0.2625,0.20266,0,0,0,-33.765,-12.55
0.6619,0.275,0.20266,0,0,0,-33.767,-17.997
0.67435,0.275,0.20176,0,0,0,-33.762,-2.3708
0.67435,0.2875,0.20176,0,0,0,-33.762,-4.0862
0.68716,0.2875,0.20096,0,0,0,-33.761,0.9558
0.68716,0.275,0.20096,0,0,0,-33.763,-6.6169
0.68716,0.2625,0.20096,0,0,0,-33.764,-9.4254
0.6619,0.2875,0.20266,0,0,0,-33.768,-20.981
0.87564,0.2125,0.18429,0,0,0,-33.725,107.34
0.88788,0.225,0.18198,0,0,0,-33.714,141.26
0.87564,0.225,0.18429,0,0,0,-33.739,64.574
0.87564,0.2375,0.18429,0,0,0,-33.749,36.586
0.87564,0.25,0.18429,0,0,0,-33.755,18.043
0.90029,0.275,0.18071,0,0,0,-33.666,283.52
0.88788,0.275,0.18198,0,0,0,-33.729,95.508
0.87564,0.2875,0.18429,0,0,0,-33.751,29.817
0.87564,0.3,0.18429,0,0,0,-33.743,52.919
0.96235,0.225,0.17552,0,0,0,-33.694,201.6
0.97475,0.25,0.17444,0,0,0,-33.694,202.17
0.97475,0.2375,0.17444,0,0,0,-33.693,204.39
0.97475,0.2125,0.17444,0,0,0,-33.695,198.42
0.98715,0.225,0.17336,0,0,0,-33.693,203.01
0.92516,0.2625,0.17872,0,0,0,-33.691,211.38
0.93756,0.275,0.17767,0,0,0,-33.701,179.11
0.94995,0.27499,0.17659,0,0,0,-33.702,176.75
0.91275,0.275,0.17972,0,0,0,-33.676,255.55
0.92516,0.28749,0.1787,0,0,0,-33.699,184.93
0.97475,0.26248,0.17443,0,0,0,-33.697,192.88
0.96234,0.27498,0.1755,0,0,0,-33.702,177
0.99947,0.27484,0.17215,0,0,0,-33.704,172.12
0.98711,0.27491,0.17327,0,0,0,-33.703,174.38
0.9747,0.28738,0.17422,0,0,0,-33.71,152.55
0.97465,0.29976,0.17369,0,0,0,-33.718,128.34
1.0753,0.225,0.16498,0,0,0,-33.66,301.75
1.0629,0.225,0.16627,0,0,0,-33.706,164.44
1.0629,0.23751,0.16619,0,0,0,-33.72,123.64
1.0753,0.23751,0.16482,0,0,0,-33.662,296.63
1.0628,0.25001,0.16591,0,0,0,-33.737,71.342
1.0752,0.25,0.16435,0,0,0,-33.671,270.52
1.0243,0.26236,0.17026,0,0,0,-33.703,173.85
1.0368,0.27461,0.16878,0,0,0,-33.724,110.13
1.05,0.27497,0.16706,0,0,0,-33.785,-73.09
1.0118,0.27476,0.17103,0,0,0,-33.706,165.51
1.0241,0.28687,0.16902,0,0,0,-33.72,123.89
1.0243,0.29927,0.16661,0,0,0,-33.737,71.365
1.0368,0.28708,0.16716,0,0,0,-33.746,45.517
1.0481,0.28621,0.16605,0,0,0,-33.792,-91.985
1.0357,0.29817,0.16532,0,0,0,-33.778,-51.567
1.0748,0.27469,0.16099,0,0,0,-33.685,226.89
1.0751,0.26243,0.16324,0,0,0,-33.68,241.49
1.0627,0.26251,0.16517,0,0,0,-33.756,14.014
1.0623,0.27514,0.16346,0,0,0,-33.763,-6.0072
1.1614,0.22458,0.15439,0,0,0,-33.708,158.18
1.1615,0.23679,0.15205,0,0,0,-33.737,70.759
1.1722,0.23581,0.14928,0,0,0,-33.77,-28.686
1.1603,0.24769,0.14944,0,0,0,-33.792,-93.965
1.1755,0.23932,0.1435,0,0,0,-33.758,8.6758
1.1367,0.26155,0.14985,0,0,0,-33.724,111.2
1.148,0.25933,0.14829,0,0,0,-33.739,65.199
1.1243,0.26195,0.15332,0,0,0,-33.73,92.189
1.1484,0.27038,0.13664,0,0,0,-33.674,261.45
1.137,0.27292,0.13908,0,0,0,-33.702,176.85
0.19158,0.32845,0.25657,0,0,0,-34.447,-2060
0.23768,0.32501,0.24047,0,0,0,-33.845,-253.63
0.24999,0.325,0.23935,0,0,0,-33.812,-153.06
0.22525,0.34999,0.24152,0,0,0,-33.836,-226.73
0.2254,0.3375,0.24166,0,0,0,-33.856,-284.6
0.26237,0.325,0.23827,0,0,0,-33.79,-88.52
0.27477,0.3375,0.23718,0,0,0,-33.779,-55.293
0.27478,0.35,0.23718,0,0,0,-33.798,-110.83
0.22519,0.36249,0.24142,0,0,0,-33.823,-185.8
0.24998,0.375,0.23934,0,0,0,-33.82,-176.52
0.23759,0.375,0.24038,0,0,0,-33.818,-172.11
0.27478,0.3625,0.23718,0,0,0,-33.802,-124.58
0.26238,0.375,0.23826,0,0,0,-33.813,-156.69
0.33717,0.325,0.23232,0,0,0,-33.751,29.044
0.35065,0.325,0.23137,0,0,0,-33.771,-29.975
0.32436,0.35,0.23312,0,0,0,-33.755,17.663
0.32436,0.3375,0.23312,0,0,0,-33.747,41.671
0.36289,0.3125,0.22905,0,0,0,-33.749,34.716
0.36289,0.325,0.22905,0,0,0,-33.744,50.454
0.37531,0.3375,0.22778,0,0,0,-33.688,219.13
0.38777,0.3375,0.22679,0,0,0,-33.686,225.1
0.40018,0.35,0.22579,0,0,0,-33.704,172.26
0.40018,0.3375,0.2258,0,0,0,-33.691,210.9
0.38777,0.35,0.22679,0,0,0,-33.693,205.34
0.37531,0.35,0.22778,0,0,0,-33.69,214.03
0.32436,0.3625,0.23312,0,0,0,-33.768,-22.303
0.35065,0.375,0.23137,0,0,0,-33.824,-189.1
